State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Physical_Therapy,Occupational_Therapy,Speech_Pathology,Medical_Social,Home_Health_Aide,Date Certified,star_rating,timely_care,drug_use_training,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).,improved_breathing,hosp_admission_rate,unplanned_er_care,readmitted_cases
FL,108043,ADVOCATE HOME HEALTH CARE INC,706 N SUNCOAST BLVD,CRYSTAL RIVER,34429,3527462549,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/6/2004,4,87.5,99.2,95.4,83.3,17.7,7.6,Same As Expected
FL,108044,CONFIDENT CARE OF FLORIDA CORP,2500 E HALLANDALE BCH BLVD STE 604,HALLANDALE,33009,9544548999,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/6/2004,3,92.3,97.9,60.7,75.1,30.5,1.8,Same As Expected
FL,108045,KINDRED AT HOME,900 MAIN ST STE 301,THE VILLAGES,32159,3527872780,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/22/2004,3,85.7,94,78.2,75.5,16.9,9.2,Same As Expected
FL,108048,NURSE ON CALL,15215 CORTEZ BLVD,BROOKSVILLE,34613,3526848852,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/2004,4,94.4,98,84.2,76.4,18.3,11.3,Worse Than Expected
FL,108049,FLORIDA HOME HEALTH,201 2ND ST E,BRADENTON,34208,9417457394,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/2/2004,4,97.8,94.9,74.9,84.4,16.4,11.6,Same As Expected
FL,108052,"ELDERLY HEALTH HOME CARE, INC",665 MILLER DR,MIAMI SPRINGS,33166,3058846137,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/13/2004,3,90.3,99.1,18.9,62.9,14.6,5.6,Same As Expected
FL,108053,PRN HOME CARE INC,2226 SARNO RD STE 111,MELBOURNE,32935,3217516390,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/28/2004,2.5,76.2,93.3,58.1,67.7,15.4,8.4,Same As Expected
FL,108055,PALMS HOME CARE OF CENTRAL FLORIDA,7870 SW 103 ST RD STE 201,OCALA,34476,3522916611,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/8/2004,4,94.9,95.6,80.9,73.7,18,13.5,Same As Expected
FL,108059,MEDICAL SERVICES OF AMERICA HOME HEALTH,8641 BAYPINE RD STE 1,JACKSONVILLE,32256,9049984408,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/14/2004,3,98.6,93.3,85.9,65.8,22.5,7.9,Same As Expected
FL,108060,BIG LAKE HOME HEALTH SERVICES INC,111 NE 11TH STREET,OKEECHOBEE,34972,8634679997,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/3/2004,3,81.6,100,72.3,57.3,23.9,8.5,Same As Expected
FL,108061,TRILOGY HOMECARE,210 N UNIVERSITY DR STE 402,CORAL SPRINGS,33071,9546896660,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/9/2004,3,93.7,82.3,54.6,71.3,18.1,13.1,Worse Than Expected
FL,108063,ANGELS CARE HOME HEALTH,4801 GEORGE RD STE 190,TAMPA,33634,8138862023,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/17/2004,4.5,92.8,98.1,74.1,82.7,13.2,11.2,Same As Expected
FL,108067,APEX HOME HEALTHCARE,6789 SOUTHPOINT PKWY STE 200,JACKSONVILLE,32216,9042960605,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/14/2004,4,97.9,93.1,80.3,80.1,19.6,11.5,Worse Than Expected
FL,108068,PINNACLE HOME CARE OF SPRING HILL INC,5286 APPLEGATE DR,SPRING HILL,34606,3526662771,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/29/2004,3,97.8,99.6,62.2,63.8,17.1,10,Same As Expected
FL,108069,HOSPITAL WITHOUT WALLS,"1200 S FEDERAL HWY, STE 205",BOYNTON BEACH,33435,5617422552,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/15/2004,4,99.6,99.8,82.2,68.2,16.2,9.6,Worse Than Expected
FL,108070,FLORIDA HOME HEALTH,1802 59TH ST W,BRADENTON,34209,8136611439,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/30/2004,4.5,97.7,93.6,80.4,88.4,15.6,9.3,Same As Expected
FL,108074,COMPLETE HEALTH NETWORK INC,7911 NW 72ND AVE STE 116A,MEDLEY,33166,3058057963,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,7/15/2004,3,97.2,99.6,17.7,22.3,13.9,12,Not Available
FL,108075,A & B HOME HEALTH INC,4431 DAVIE RD STE 119,DAVIE,33314,9543218681,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/15/2004,2,92.3,92.2,43.8,,8.6,13.2,Same As Expected
FL,108078,LINIL VISITING NURSES INC,2211 LEE RD STE 212,WINTER PARK,32789,4077904848,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/22/2004,5,95.6,98.5,79.1,87,15.2,8.2,Same As Expected
FL,108079,NURSING CONCEPTS INC,7511 NW 64 ST,TAMARAC,33321,9547218220,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/6/2004,3.5,99.8,100,98.6,50.5,19.1,9.7,Same As Expected
FL,108372,"HIGHLITE HOME CARE, INC.",5700 N FEDERAL HWY STE 2,FORT LAUDERDALE,33308,9547091704,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/6/2006,3,92.1,93.6,81.6,66.6,18.8,10.5,Same As Expected
FL,108084,CARTER HEALTHCARE,1401 SE GOLDTREE DR STE 101,PORT SAINT LUCIE,34952,7723350166,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,8/3/2004,5,97.6,100,90.4,81.7,14.8,14.2,Same As Expected
FL,108086,"FIRSTLANTIC NURSING SERVICES, INC.",3201 W COMMERCIAL BLVD STE 222,FORT LAUDERDALE,33309,9543820300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/10/2004,4,98.5,100,73.8,68.7,18.6,10.4,Worse Than Expected
FL,108089,AMBAR HOME HEALTH AGENCY INC,633 NE 167TH ST STE 614,NORTH MIAMI BEACH,33162,3056904243,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/30/2004,3.5,49.2,100,44.2,45,9.9,6.6,Not Available
FL,108092,FIRSTAT NURSING SERVICES,3201 W COMMERCIAL BLVD STE 114,FORT LAUDERDALE,33309,9547310070,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/23/2004,2.5,96.3,90.7,44.8,43.7,18.9,14.2,Same As Expected
FL,108093,AMERI-CARE PROFESSIONAL SERVICE INC,760 EAST 49TH STREET,HIALEAH,33013,3058268800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/1/2004,2.5,95.5,97.7,31,40.4,9.6,5.4,Not Available
FL,108095,"A & A HEALTH SERVICE, INC",3408 W 84TH ST STE 204 BLDG G,HIALEAH,33018,3058252112,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/2/2004,2,69.8,93.4,2.9,60.2,,,Not Available
FL,108097,"DISTINGUISHED HOME HEALTH CARE SERVICES, INC.",11011 SHERIDAN ST STE 206,COOPER CITY,33026,9549872445,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/15/2004,2,89.4,69.7,22.8,52.2,16.4,10.1,Same As Expected
FL,108105,ANGEL HOME HEALTH CARE INC,1401 E 4TH AVE STE 202,HIALEAH,33010,3058879898,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,10/12/2004,4.5,100,100,82.8,,23.1,5.9,Not Available
FL,108106,"MIHOM HEALTHCARE, INC.",2100 SE HILLMOOR DR STE 102,PORT SAINT LUCIE,34952,7728733838,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/13/2004,3.5,93.1,98.4,66.7,81,22.5,9.4,Worse Than Expected
FL,108107,"ABSOLUTE HOME CARE, INC.",8000 N UNIVERSITY DR,TAMARAC,33321,9547266556,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/18/2004,2,88.8,99.7,52.8,41.4,11.4,7.7,Better Than Expected
FL,108109,COASTAL HOME CARE INC,8130 66TH STREET SUITE 5,PINELLAS PARK,33781,7275762040,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/27/2004,2.5,89.8,96.3,70.3,66.7,13.5,10.8,Same As Expected
FL,108113,"FIRSTLANTIC NURSING SERVICES, INC.",2605 W ATLANTIC AVE BLDG A STE 202,DELRAY BEACH,33445,5612437979,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/16/2004,4,97.7,97.4,83.1,79.7,14.3,9.4,Worse Than Expected
FL,108114,HOME HEALTH BY GULF COAST VILLAGE,1212 COUNTRY CLUB BLVD STE 201,CAPE CORAL,33991,2397727480,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,11/9/2004,4,96.6,93.4,77.4,88.8,14.3,7.1,Same As Expected
FL,108117,PINNACLE SENIOR CARE,4348 SOUTHPOINT BLVD STE 100-B,JACKSONVILLE,32216,9042411656,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,11/16/2004,3,85,98.1,74,83.7,17.7,12.4,Not Available
FL,108119,BROOKDALE HOME HEALTH,1926 10TH AVE N STE 205,LAKE WORTH,33461,5612826014,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/2/2004,4.5,98.6,98.9,95.4,85.1,19.7,13.9,Same As Expected
FL,108120,SUNCREST OMNI,1617 TENNESSEE AVE,LYNN HAVEN,32444,8502154061,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/30/2004,4.5,95.2,99.5,74.9,77.6,12.6,10.6,Same As Expected
FL,108124,PALM GARDEN HOME HEALTH,1801 N BELCHER RD,CLEARWATER,33765,7277975173,Non - Profit Other,TRUE,TRUE,TRUE,TRUE,TRUE,12/15/2004,3.5,96,99.5,77.9,68.8,16.6,8.5,Same As Expected
FL,108125,"VILLAGE HOME CARE, LLC",2760 SE 17 ST BLDG 100   STE 101,OCALA,34471,3528738300,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/21/2004,4,97.4,98.9,63.8,75.2,12.8,11,Same As Expected
FL,108437,SIGNATURE HOMENOW,2322 LAKELAND HILLS BLVD,LAKELAND,33805,8636445991,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/24/2007,3.5,93.6,98.5,75.7,69.4,15,10.4,Same As Expected
FL,108126,HRC HOME HEALTH SERVICES-BROWARD LLC,"7820 PETERS RD, BLDG E-STE 100",PLANTATION,33324,9544728212,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/21/2004,3,98.4,92.9,41.3,48.9,22.4,12,Same As Expected
FL,108134,ALOHA HOME CARE LLC,548 UNIVERSITY BLVD #101,PORT SAINT LUCIE,34986,7722832247,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/9/2005,4,97.8,100,86.3,72.4,15.4,13.9,Worse Than Expected
FL,108138,SOUTHEAST HOMECARE,3125 W COMMERCIAL BLVD STE 110,FORT LAUDERDALE,33309,9546156200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/16/2005,2,90.9,99.2,53.5,46.5,19.9,7.6,Same As Expected
FL,108139,TOTAL HOME HEALTH INC,3109 W HALLANDALE BCH BLVD #106,HALLANDALE,33009,9549622133,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/4/2005,4,99.5,98.7,66.6,81.6,14.3,12.8,Same As Expected
FL,108141,PRECISION HOME HEALTH CARE INC,26218 US HWY 27 STE 101,LEESBURG,34748,3527874119,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/4/2005,3,92.3,99.6,99.8,70,14.8,9.8,Same As Expected
FL,108183,"FIRST CHOICE HOME HEALTH, INC.",4745 NW 7TH COURT,BOYNTON BEACH,33426,5612962770,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/26/2005,4,97.3,99.5,84.7,74.9,18.4,10.4,Worse Than Expected
FL,108146,"BOCA HOME CARE, INC.","4700 NW 2ND AVE, STE 402",BOCA RATON,33431,5619890441,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/9/2005,4.5,98.8,99.7,83.2,77.2,16.6,10.2,Same As Expected
FL,108148,CARESOUTH HOMECARE PROFESSIONALS,6900 SOUTHPOINT DR N STE 100,JACKSONVILLE,32216,9042961913,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/24/2005,3.5,89.1,98,85,75.2,14.8,9.8,Same As Expected
FL,108149,NURSE ON CALL,5885 CENTRAL AVE STE A,SAINT PETERSBURG,33710,7275476369,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/15/2005,4,94.8,98.1,74,84.9,19.6,10.5,Worse Than Expected
FL,108150,"RENAISSANCE HOME HEALTH CARE, INC.",14680 SW 8TH ST STE 206,MIAMI,33184,3052334477,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/24/2005,2.5,30,100,0,16.2,10.3,2.1,Not Available
FL,108152,SPECIALIZED NURSING SERVICES INC.,17011 NE 6TH AVENUE,NORTH MIAMI BEACH,33162,3056522799,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/8/2005,3,99.6,99.2,70.3,56.7,21.1,12.7,Same As Expected
FL,108153,"PREFERRED NURSING SERVICES, INC.",15300 JOG ROAD   STE 203,DELRAY BEACH,33446,5616388385,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/4/2005,2.5,93.7,98.1,85.5,64.5,17.2,9.8,Same As Expected
FL,108155,MEDICAL SERVICES OF AMERICA HOME HEALTH,2221 LEE RD STE 28,WINTER PARK,32789,4075390535,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/13/2005,2.5,83.8,90.1,80.4,63.9,22.1,13.7,Same As Expected
FL,108156,GREYSTONE HOME HEALTH,12701 S JOHN YOUNG PKWY STE 219,ORLANDO,32837,4078555728,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/15/2005,3,87,93.7,82.4,78.4,17.4,13,Same As Expected
FL,108163,COMMUNITY HOME HEALTH SERVICES,18677 W DIXIE HWY,NORTH MIAMI BEACH,33180,3056535200,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,4/14/2005,3.5,99.4,97.8,68.6,72.3,18.9,8.2,Same As Expected
FL,108165,SIGNATURE HOMENOW,13241 BARTRAM PARK BLVD #1909,JACKSONVILLE,32256,9044194994,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/1/2005,3.5,84.9,92.1,73.1,80.2,24.6,13.1,Same As Expected
FL,108179,"CALURA HOME HEALTH SERVICES, INC",8323 NW 12 ST  STE 119,MIAMI,33126,3056400703,Proprietary,TRUE,FALSE,FALSE,TRUE,FALSE,7/28/2005,3.5,100,100,0,21.5,16.4,7.4,Not Available
FL,108181,ANGELS CARE HOME HEALTH OF THE EMERALD COAST,11 RACETRACK ROAD NE SUITE H-3,FORT WALTON BEACH,32547,8508625424,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,7/28/2005,2,91.5,93,73.5,55.1,14.1,16.3,Same As Expected
FL,108168,SUNCREST OMNI,8800 UNIVERSITY PARKWAY SUITE C-3,PENSACOLA,32514,8505057777,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/4/2005,4,98.1,99.8,88.1,76.8,25.3,13.7,Worse Than Expected
FL,108169,"CARING PROFESSIONAL SERVICES, INC.",1651 WEST 37 STREET #400,HIALEAH,33012,3052660731,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/31/2005,4,97.1,98.6,92.1,69.7,14.6,3.4,Same As Expected
FL,108170,WEST FLORIDA HEALTH HOME CARE PASCO,37834 MEDICAL ARTS CT,ZEPHYRHILLS,33541,8137796301,Non - Profit Religious,TRUE,TRUE,TRUE,TRUE,TRUE,5/12/2005,4,97.7,99.3,87.5,77.8,15,10.7,Worse Than Expected
FL,108171,MEDERI CARETENDERS,5260 STATION WAY BLDG B,SARASOTA,34233,9419539494,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/24/2005,4,97.2,96.1,80.4,85.4,14.3,9.9,Same As Expected
FL,108172,"AMERICARE HOME HEALTH SERVICES, INC.",5020 TAMIAMI TRL N STE 200,NAPLES,34103,2392610313,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/26/2005,4,99.8,97.6,78.7,73.4,10.7,11.1,Better Than Expected
FL,108173,TRILOGY HOME HEALTHCARE,9401 CORKSCREW PALMS CIRCLE 3RD FL,ESTERO,33928,2392757717,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/13/2005,4.5,99.3,98,91,83.9,7.6,9.1,Same As Expected
FL,108175,MOORINGS PARK HOME HEALTH AGENCY,111 MOORINGS PARK DR,NAPLES,34105,2396439121,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/23/2005,5,99.5,99.5,90.1,84.8,12.3,11.8,Same As Expected
FL,108176,"EXCLUSIVE HOME CARE, INC.",9766 SW 24TH ST STE 20,MIAMI,33165,3052251900,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,5/25/2005,4.5,94.8,99.8,49,87.6,11.3,7,Not Available
FL,108177,HOME ADVANTAGE - PRIVATE,1380 NE MIAMI GARDENS DR #166,MIAMI,33179,3059481700,Government - State/ County,TRUE,TRUE,TRUE,TRUE,TRUE,7/12/2005,3,83.9,98.6,63.2,64.5,13.9,9.7,Same As Expected
FL,108182,"PALM BEACH HOME HEALTH, INC.",2150 S CONGRESS AVE,WEST PALM BEACH,33406,5619635544,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,7/27/2005,3.5,96.6,93.1,59.8,79.4,20.6,10.1,Same As Expected
FL,108186,TC HOME HEALTH CARE INC,7600 W 20 AVE STE 102,HIALEAH,33016,3058235457,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/10/2005,3.5,96.7,99.8,7.8,26.8,9.9,6.3,Not Available
FL,108195,DOCTORS CHOICE HOME CARE,5979 VINELAND RD STE 315,ORLANDO,32819,4072962610,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/1/2005,2.5,97.9,92.1,77.4,80.6,25.9,3.6,Same As Expected
FL,108316,CERTIFIED HOMECARE OF THE PALM BEACHES,350 CAMINO GARDENS BLVD STE 201,BOCA RATON,33432,5613688744,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,6/15/2006,3.5,99.7,99.3,77.3,64.8,18.3,13.2,Same As Expected
FL,108202,PREFERRED CARE HOME HEALTH SERVICES,9415 SW 72 ST STE 252,MIAMI,33143,3052757573,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,8/24/2005,3.5,100,99.7,55.1,70.8,23.9,10.7,Same As Expected
FL,108203,FAMILY HOME HEALTH SERVICES,851 DUNLAWTON AVE STE 202,PORT ORANGE,32127,3867561418,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/15/2005,5,99.1,99.5,91.4,87.4,16.8,13.8,Same As Expected
FL,108204,MANICANA HOME HEALTH AGENCY INC,633 NE 167TH ST STE 622,NORTH MIAMI BEACH,33162,3056540043,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,9/7/2005,2.5,98.1,98.1,2.3,36.4,10.4,9.1,Not Available
FL,108205,LITTLE HAVANA ACTIVITES & NUTRITION CENTERS OF DAD,700 SW 8TH ST,MIAMI,33130,3058580887,Non - Profit Other,TRUE,TRUE,FALSE,TRUE,TRUE,9/26/2005,2.5,100,100,20,,17.8,6.4,Not Available
FL,108207,LESLY HOME HEALTH CARE INC,175 FONTAINEBLEAU BLVD STE 1R6,MIAMI,33172,3055537727,Proprietary,TRUE,FALSE,FALSE,TRUE,TRUE,8/25/2005,1.5,88.9,97.7,59.1,36.9,,,Not Available
FL,108211,BAYVIEW HOME HEALTH OF ST AUGUSTINE,2730 US 1 SOUTH STE N,SAINT AUGUSTINE,32086,9048242501,Non - Profit Private,TRUE,TRUE,TRUE,FALSE,TRUE,9/28/2005,3.5,98.3,99.4,86.9,74.6,18.1,19.3,Same As Expected
FL,108212,CARTER HEALTHCARE,1080 E INDIANTOWN RD STE 205,JUPITER,33458,7727701100,Proprietary,TRUE,TRUE,TRUE,FALSE,FALSE,9/28/2005,4.5,97.7,100,85,81.4,12.8,11,Same As Expected
FL,108215,ST VINCENTS HOME HEALTH,2651 PARK ST,JACKSONVILLE,32204,9043897385,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,9/28/2005,4,95.3,99.5,82.2,81.6,18.6,10.6,Worse Than Expected
FL,108218,ALOHA HOME CARE,1010 E NEW HAVEN AVE STE A,MELBOURNE,32901,3212593733,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/4/2005,4.5,95.4,99.7,83.2,82.3,12.9,11.6,Same As Expected
FL,108219,LIFESPRING HOME CARE OF TAMPA,14035 N DALE MABRY HWY UNIT N-18,TAMPA,33618,7277231800,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/19/2005,2.5,91.7,100,90.3,46.2,14.4,11.4,Same As Expected
FL,108222,CONFIDENT CARE OF FLORIDA CORP,3 PINE CONE DR STE 107,PALM COAST,32137,3864395440,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/20/2005,4,97.5,98.5,73.6,73,15,13.1,Same As Expected
FL,108223,HORIZON HOMECARE LLC,2977 LANDOVER BLVD,SPRING HILL,34608,3526843550,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/28/2005,5,99.2,99.9,92.2,83.8,17.4,11.5,Worse Than Expected
FL,108226,HELPING HANDS HOME CARE INC,1740 SE 18TH ST #1103,OCALA,34471,3528409576,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,11/4/2005,4,95.6,99.9,76.9,69.5,15.9,10.4,Same As Expected
FL,108235,BETTER @ HOME,1554 BELLA CRUZ DR,LADY LAKE,32162,3527542818,Non - Profit Private,TRUE,TRUE,TRUE,TRUE,TRUE,11/2/2005,4.5,99.5,85.9,88,85.6,17,7.5,Worse Than Expected
FL,108236,ANGELS CARE HOME HEALTH,3170 CITRUS TOWER BLVD STE B BLDG 8,CLERMONT,34711,3522417476,Proprietary,TRUE,TRUE,TRUE,TRUE,FALSE,12/2/2005,3,96,96,72.4,67.7,12.9,8.9,Same As Expected
FL,108237,LIFELINE HOME HEALTHCARE PROVIDERS INC,9425 SUNSET DR STE 237,MIAMI,33173,3052632757,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/9/2005,4.5,99.5,100,91.2,79.8,16.4,9.7,Same As Expected
FL,108238,CARTER HEALTHCARE,980 DEL MAR DRIVE,THE VILLAGES,32159,3527538802,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/6/2005,4.5,90.5,98.3,87.6,82.4,16.8,10.1,Worse Than Expected
FL,108240,MEDI HOME HEALTH AGENCY,2590 N 12TH AVE STE A,PENSACOLA,32503,8504755392,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,11/16/2005,3,95.1,90.1,79,73.1,16.2,11.5,Same As Expected
FL,108241,AMERICA-LOVING CARE HOME HEALTH INC,13275 SW 124TH ST,MIAMI,33186,3058285310,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/16/2005,3,97.7,99.5,80.3,57.6,18,10.7,Worse Than Expected
FL,108242,ALLPRO HOME HEALTH LLC,420 S TAMIAMI TRL,OSPREY,34229,9412583355,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/20/2005,3.5,94.6,97.8,77,89.2,16.3,11,Same As Expected
FL,108246,Q A NURSING SERVICES CORP,815 NW 57 AVE STE 114,MIAMI,33126,3053831883,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/29/2005,4.5,99.2,99.6,64.2,56.7,13.1,7.5,Not Available
FL,108247,SOUTHEAST HOMECARE,1200 NW 17 AVE   STE 10 & 11,DELRAY BEACH,33445,5619624134,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/28/2005,2.5,94.5,100,72.7,,,,Not Available
FL,108248,CARE ONE HOME HEALTH INC,5600 SW 135TH AVE STE 211,MIAMI,33183,3052280301,Proprietary,TRUE,TRUE,FALSE,TRUE,TRUE,1/3/2006,4.5,100,100,6.5,46.9,10.3,8.9,Not Available
FL,108249,FAMILY HOME HEALTH SERVICES,51 S MAIN AVE STE 320,CLEARWATER,33765,7277813447,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,10/28/2005,3.5,90.4,98.6,90.7,67.5,14.9,11.3,Same As Expected
FL,108251,R & N PROFESSIONAL SERVICES CORP,8900 SW 24TH ST STE 207,MIAMI,33165,3058710550,Proprietary,TRUE,TRUE,FALSE,FALSE,TRUE,1/20/2006,3.5,91.9,99.7,25.9,14.9,12.3,8.1,Not Available
FL,108253,NURSE ON CALL,210 N UNIVERSITY DR STE 900,CORAL SPRINGS,33071,9543445220,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/1/2006,3.5,96.9,99,58.1,77.6,15.3,12.8,Worse Than Expected
FL,108255,AVANTI HOME HEALTH SERVICES INC,9730 NW 25 ST 2ND FLR,MIAMI,33172,3058059370,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,12/21/2005,3.5,98,95.9,43.8,68.2,16.8,8.8,Same As Expected
FL,108257,THE PALACE AT HOME,16102 EMERALD ESTATES DR,WESTON,33331,9543432222,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/1/2006,5,99.3,99.3,81,88.7,8.3,11.1,Not Available
FL,108261,PREFERRED HOME HEALTH PROVIDERS INC,900 E ORANGE AVE,EUSTIS,32726,3525895854,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/14/2006,3.5,88.6,99.6,85,64.4,14,7.4,Same As Expected
FL,108262,SEBRING NURSING SERVICES INC,3210 PHYSICIANS WAY,SEBRING,33870,8633829211,Proprietary,TRUE,FALSE,TRUE,TRUE,TRUE,2/16/2006,3.5,95.5,95.1,68.6,66.1,17,9.3,Same As Expected
FL,108268,ALL COAST THERAPY SERVICES INC,13940 N US HWY 441 BLDG 603 STE 603,LADY LAKE,32159,3527511095,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,2/16/2006,4.5,99.1,100,72.2,81.5,17.5,7.4,Same As Expected
FL,108270,AMEDISYS HOME HEALTH,4161 TAMIAMI TRL BLDG 8 UNIT 801 A,PORT CHARLOTTE,33952,9416291600,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,1/18/2006,5,98.5,99.3,86.1,86.7,14.1,11.8,Same As Expected
FL,108272,NURSING PLUS INC,18441 NW 2ND AVENUE STE 219,MIAMI GARDENS,33169,3057702000,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/14/2006,4,97,96.9,70,83,19.9,7,Worse Than Expected
FL,108274,SIGNATURE HOMENOW,759 SW FEDERAL HWY STE 300,STUART,34994,7722875111,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/9/2006,4,93.6,99.8,73.3,78.1,14.6,10.7,Same As Expected
FL,108275,ADVANTIS HOME CARE INC,7260 SW 39TH TER UNIT A,MIAMI,33155,3056311075,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/9/2006,5,88.6,100,88.2,93.3,,,Not Available
FL,108276,THE NURSES GUILD,2261 NE 36 ST STE 1,LIGHTHOUSE POINT,33064,9545969806,Proprietary,TRUE,TRUE,TRUE,TRUE,TRUE,3/14/2006,2.5,95.2,99.2,46.7,51,18.3,8.9,Worse Than Expected
